Gustave Courbet,Tintoretto,Hieronymus Bosch,Gerhard Richter,Lucio Fontana,Salvador Dali,Frida Kahlo,J. M. W. Turner,Max Ernst,Piet Mondrian,Claude Lorrain,Eugene Delacroix,Georges de La Tour,Frans Hals,Michelangelo,David Hockney,Rene Magritte,El Greco,Duccio,William Hogarth,Theodore Gericault,Raphael,Claude Monet,Egon Schiele,Andy Warhol,Caravaggio,Andrea Mantegna,Edward Hopper,Arshile Gorky,Francis Bacon (artist),Leonardo da Vinci,Wassily Kandinsky,Willem de Kooning,Georges Seurat,Marc Chagall,John Constable,James Abbott McNeill Whistler,James Ensor,Hans Memling,Hans Holbein the Younger,Georges Braque,Edvard Munch,Jean-Michel Basquiat,Rembrandt,Dante Gabriel Rossetti,Albrecht Durer,Jan van Eyck,Giorgione,Umberto Boccioni,Jacques-Louis David,Vincent van Gogh,Caspar David Friedrich,Diego Velazquez,Sandro Botticelli,Nicolas Poussin,Peter Paul Rubens,Mark Rothko,Paolo Uccello,Gustave Moreau,Johannes Vermeer,Jean-Antoine Watteau,Jean-Auguste-Dominique Ingres,Paul Gauguin,Frederic Edwin Church,Roy Lichtenstein,Artemisia Gentileschi,Francisco Goya,Marcel Duchamp,Georgia O'Keeffe,Gustav Klimt,Pieter Bruegel the Elder,Masaccio,Joan Miro,Cimabue,Simone Martini,Kazimir Malevich,Paul Cezanne,Winslow Homer,El Lissitzky,Jean-Francois Millet,Fernand Leger,Edouard Manet,Edgar Degas,Titian,Piero della Francesca,Joachim Patinir,Jasper Johns,Paul Klee,Francisco de Zurbaran,Jackson Pollock,Giotto,Rogier van der Weyden,Amedeo Modigliani,Henri Matisse,Pablo Picasso,Fra Angelico,Pierre-Auguste Renoir,Franz Marc,Jean-Baptiste-Camille Corot,William Blake,Giorgio de Chirico
0.530253,0.542442,0.515525,0.717116,0.548919,0.628039,0.303267,0.50436,0.678909,0.478974,0.390924,0.524901,0.374956,0.200299,0.278853,0.582015,0.666486,0.542939,0.23452,0.553769,0.507609,0.309501,0.28786,1.0,0.629733,0.220391,0.372015,0.570094,0.513255,0.525815,0.408312,0.595763,0.524105,0.346852,0.677496,0.499159,0.428562,0.562711,0.291909,0.454051,0.417717,0.734388,0.628499,0.210581,0.489487,0.642115,0.312927,0.513232,0.511904,0.563866,0.344838,0.737093,0.520618,0.282966,0.47853,0.460667,0.512043,0.246806,0.332745,0.432291,0.297127,0.49776,0.420896,0.320397,0.628795,0.478519,0.586838,0.57175,0.483171,0.923712,0.625457,0.163907,0.578512,0.18536,0.153794,0.411466,0.49758,0.524853,0.546042,0.384298,0.533299,0.48779,0.555215,0.507088,0.184374,0.472244,0.629983,0.629359,0.40976,0.460725,0.139665,0.291154,0.537775,0.474329,0.471332,0.21842,0.380997,0.639037,0.491566,0.601753,0.584636
0.376483,0.500673,0.502898,0.689314,0.685936,0.809058,0.250498,0.497244,0.74223,0.538547,0.394704,0.454297,0.399371,0.15968,0.322861,0.788151,0.871413,0.565402,0.261702,0.620021,0.474929,0.395122,0.208434,0.629733,1.0,0.268202,0.308648,0.707698,0.544816,0.502682,0.491465,0.607581,0.519423,0.269487,0.723793,0.458388,0.556044,0.601116,0.168292,0.291539,0.491424,0.635309,0.927359,0.167154,0.587866,0.467896,0.246227,0.449078,0.563623,0.518608,0.228671,0.480135,0.469595,0.322712,0.493668,0.415942,0.542781,0.226614,0.250823,0.47748,0.329849,0.368197,0.407103,0.268322,0.888415,0.468487,0.657763,0.731709,0.600232,0.629625,0.440324,0.149188,0.6953,0.207537,0.160719,0.498564,0.41607,0.634263,0.641502,0.258718,0.615425,0.384214,0.539929,0.474627,0.182798,0.34548,0.847535,0.564644,0.417402,0.49987,0.146049,0.178825,0.564124,0.512901,0.633442,0.214769,0.363833,0.425619,0.374642,0.738451,0.631962
0.214362,0.609057,0.374154,0.254868,0.39368,0.371447,0.203375,0.294278,0.272977,0.180888,0.548501,0.43944,0.552344,0.0424369,0.386262,0.275839,0.30665,0.561145,0.279658,0.342101,0.504566,0.445561,0.189582,0.220391,0.268202,1.0,0.413312,0.350339,0.221763,0.28151,0.430335,0.241338,0.271131,0.154331,0.287662,0.314232,0.279854,0.332981,0.301756,0.275382,0.210319,0.319967,0.304728,0.308469,0.298633,0.448376,0.277517,0.480908,0.352714,0.401867,0.164317,0.348761,0.574847,0.290145,0.649102,0.520246,0.266722,0.313709,0.247855,0.253112,0.187326,0.426291,0.260297,0.234459,0.28729,0.785607,0.497072,0.139864,0.330337,0.227944,0.263549,0.253677,0.376793,0.231453,0.307682,0.114502,0.240253,0.217203,0.143626,0.186265,0.163704,0.302017,0.34392,0.58383,0.337629,0.368328,0.255382,0.176666,0.638888,0.19042,0.20276,0.244117,0.369098,0.274994,0.304788,0.298422,0.247312,0.171722,0.325386,0.365253,0.438224
0.249231,0.87169,0.520824,0.405333,0.530041,0.232915,0.11908,0.438307,0.250053,0.274917,0.642652,0.381296,0.368217,0.18325,0.722356,0.353004,0.316602,0.613923,0.915164,0.40323,0.411398,0.712139,0.213321,0.372015,0.308648,0.413312,1.0,0.35636,0.298952,0.382243,0.813697,0.324141,0.276739,0.254243,0.344213,0.429363,0.353103,0.314842,0.639227,0.362909,0.203245,0.365364,0.335779,0.21059,0.41043,0.656476,0.491111,0.877587,0.481982,0.38973,0.109404,0.411898,0.617432,0.757236,0.542452,0.512943,0.384444,0.833813,0.226773,0.307066,0.248245,0.321969,0.135271,0.290394,0.328063,0.636943,0.481188,0.252988,0.250303,0.389181,0.395721,0.867727,0.234264,0.805371,0.83569,0.218064,0.29216,0.3075,0.272008,0.209234,0.245981,0.322356,0.3618,0.869381,0.893101,0.523102,0.299295,0.328632,0.634229,0.259391,0.730898,0.431313,0.332911,0.197234,0.1672,0.865701,0.316777,0.228579,0.38327,0.417898,0.484412
0.588868,0.526985,0.572835,0.716369,0.612606,0.559829,0.361621,0.63679,0.648524,0.608206,0.487224,0.605717,0.448842,0.225221,0.293758,0.63405,0.67749,0.617545,0.307751,0.649912,0.590706,0.426695,0.500442,0.570094,0.707698,0.350339,0.35636,1.0,0.699809,0.602746,0.510403,0.66443,0.67507,0.468435,0.725787,0.618741,0.767998,0.589966,0.276734,0.462727,0.454373,0.74282,0.731502,0.292422,0.596787,0.582384,0.320698,0.525245,0.486158,0.503939,0.343107,0.709886,0.50945,0.322604,0.435758,0.390132,0.694758,0.255137,0.402398,0.538722,0.276674,0.411837,0.514051,0.536902,0.799064,0.534223,0.610075,0.582912,0.854176,0.520623,0.367972,0.185515,0.666707,0.224099,0.162579,0.426444,0.589612,0.881081,0.548517,0.370836,0.603399,0.635773,0.735672,0.490397,0.205156,0.416312,0.763757,0.579206,0.491275,0.611069,0.16612,0.268752,0.631205,0.601871,0.514495,0.238826,0.55463,0.518943,0.61028,0.711758,0.549331
0.427349,0.364281,0.501592,0.632453,0.621612,0.434438,0.324646,0.482963,0.651539,0.723449,0.34413,0.433634,0.352627,0.242955,0.202616,0.541586,0.581964,0.490729,0.264393,0.442701,0.426809,0.305742,0.239736,0.513255,0.544816,0.221763,0.298952,0.699809,1.0,0.544179,0.346168,0.649553,0.918908,0.486172,0.638502,0.460005,0.4719,0.549308,0.270253,0.405036,0.476609,0.545093,0.686299,0.164509,0.512589,0.425284,0.369894,0.381124,0.530659,0.525263,0.450207,0.472634,0.405169,0.280242,0.459885,0.315567,0.868167,0.208765,0.321026,0.523615,0.156247,0.42577,0.52006,0.275616,0.7084,0.405648,0.47589,0.541924,0.72616,0.349505,0.295292,0.183425,0.602728,0.203479,0.204537,0.543859,0.510716,0.512274,0.589311,0.396247,0.625971,0.444127,0.496299,0.351478,0.203474,0.275193,0.732979,0.569709,0.357735,0.846364,0.159698,0.356823,0.478984,0.557428,0.445953,0.19995,0.33169,0.499672,0.419309,0.490856,0.485228
0.401091,0.552225,0.42777,0.486612,0.457917,0.529636,0.524772,0.652046,0.54286,0.375224,0.400522,0.475881,0.433877,0.237556,0.268267,0.591997,0.498917,0.508494,0.322452,0.662802,0.450211,0.325601,0.378818,0.525815,0.502682,0.28151,0.382243,0.602746,0.544179,1.0,0.436694,0.339207,0.551518,0.28483,0.50641,0.565758,0.580191,0.408099,0.275519,0.465229,0.35591,0.52368,0.560855,0.17381,0.620333,0.468645,0.277943,0.53375,0.489349,0.538121,0.32468,0.466203,0.590039,0.361694,0.33273,0.291028,0.53319,0.333114,0.267264,0.41311,0.110722,0.469855,0.447626,0.183913,0.508996,0.542638,0.677435,0.42309,0.548785,0.466526,0.280109,0.270689,0.434795,0.258814,0.30599,0.268657,0.501542,0.490865,0.343264,0.349478,0.39348,0.595,0.627894,0.575013,0.266661,0.243834,0.46527,0.343199,0.476807,0.425481,0.171495,0.231733,0.620775,0.470779,0.49766,0.286907,0.487539,0.369412,0.485764,0.606278,0.532979
0.38768,0.825694,0.555925,0.480599,0.526785,0.418346,0.282523,0.442985,0.397623,0.423557,0.508263,0.499431,0.325821,0.198408,0.896295,0.394339,0.445938,0.702564,0.76922,0.486063,0.573966,0.916179,0.234881,0.408312,0.491465,0.430335,0.813697,0.510403,0.346168,0.436694,1.0,0.473442,0.29072,0.251806,0.51362,0.414218,0.475475,0.373401,0.407799,0.400105,0.345611,0.5538,0.493846,0.242508,0.557578,0.659861,0.38915,0.785034,0.529292,0.487942,0.222844,0.527977,0.56578,0.89335,0.54184,0.53901,0.434175,0.888943,0.270423,0.373949,0.321755,0.50309,0.308676,0.294388,0.444732,0.680019,0.602451,0.426467,0.40162,0.408788,0.368369,0.786524,0.36824,0.825615,0.738482,0.277137,0.38876,0.472697,0.404467,0.292945,0.415145,0.420295,0.531704,0.821299,0.848266,0.425137,0.423158,0.41096,0.536029,0.291475,0.755525,0.267098,0.548291,0.349823,0.376687,0.852776,0.381107,0.278433,0.47609,0.630925,0.693604
0.543845,0.466109,0.547264,0.842235,0.612796,0.504107,0.172285,0.495549,0.663949,0.876067,0.338268,0.503551,0.263355,0.188565,0.311517,0.492987,0.693546,0.603259,0.272454,0.423249,0.530255,0.375301,0.369138,0.595763,0.607581,0.241338,0.324141,0.66443,0.649553,0.339207,0.473442,1.0,0.577526,0.597502,0.774092,0.48053,0.534177,0.4209,0.258505,0.339331,0.637911,0.739057,0.577601,0.176925,0.437561,0.585871,0.331431,0.495803,0.570604,0.425574,0.399654,0.722118,0.359903,0.303745,0.44242,0.306424,0.733373,0.236068,0.259612,0.463255,0.321481,0.333336,0.597079,0.295706,0.649721,0.356904,0.495699,0.623427,0.485992,0.514667,0.299713,0.221938,0.697285,0.221342,0.149725,0.634701,0.67358,0.547413,0.726155,0.290422,0.705392,0.502423,0.630766,0.407817,0.205165,0.387049,0.647682,0.842392,0.323908,0.616728,0.191586,0.283587,0.507553,0.606288,0.531736,0.241717,0.426046,0.726333,0.567403,0.623433,0.568825
0.391693,0.362376,0.387187,0.59808,0.645978,0.393072,0.261662,0.45952,0.610057,0.673761,0.371339,0.38502,0.372915,0.217738,0.168557,0.530583,0.51669,0.433654,0.200292,0.390745,0.397781,0.255723,0.213991,0.524105,0.519423,0.271131,0.276739,0.67507,0.918908,0.551518,0.29072,0.577526,1.0,0.436396,0.51249,0.435115,0.406834,0.498488,0.177399,0.36202,0.434638,0.490645,0.644581,0.181232,0.456483,0.368197,0.223253,0.367063,0.564302,0.466172,0.27931,0.456529,0.363815,0.231223,0.448425,0.291465,0.852731,0.182471,0.301513,0.474302,0.163015,0.424258,0.399143,0.302454,0.713023,0.42732,0.42358,0.509471,0.708218,0.399871,0.288929,0.145433,0.564826,0.167774,0.184188,0.410018,0.435265,0.464784,0.430394,0.314194,0.603248,0.424911,0.460308,0.352703,0.153678,0.264916,0.722964,0.52021,0.367799,0.853821,0.105256,0.218653,0.412306,0.533535,0.406874,0.140887,0.268724,0.458367,0.394561,0.411027,0.454766
0.651763,0.292233,0.334855,0.506608,0.488544,0.253906,0.105644,0.377241,0.4856,0.63856,0.470947,0.692194,0.586394,0.144286,0.14692,0.328861,0.544923,0.416597,0.177014,0.239258,0.646761,0.197708,0.771487,0.346852,0.269487,0.154331,0.254243,0.468435,0.486172,0.28483,0.251806,0.597502,0.436396,1.0,0.510048,0.40063,0.446806,0.50627,0.225672,0.105722,0.759006,0.478008,0.376199,0.156976,0.265306,0.265746,0.245017,0.309555,0.474552,0.425334,0.490166,0.375286,0.30721,0.200496,0.47936,0.252291,0.509584,0.178516,0.734322,0.305767,0.440852,0.458104,0.743121,0.224946,0.372776,0.195141,0.368699,0.532768,0.318415,0.256486,0.180791,0.186823,0.560582,0.149558,0.131322,0.323359,0.908931,0.385243,0.325197,0.688188,0.728548,0.783638,0.740473,0.247376,0.147852,0.325489,0.42919,0.54631,0.316655,0.447296,0.115233,0.278398,0.523652,0.781148,0.487676,0.170848,0.80489,0.455559,0.807013,0.299224,0.479962
0.615299,0.505559,0.554778,0.76007,0.622565,0.758902,0.4368,0.458548,0.780975,0.653069,0.327257,0.63821,0.485395,0.195574,0.40521,0.601261,0.780627,0.725832,0.319608,0.557194,0.623512,0.435658,0.341141,0.677496,0.723792,0.287662,0.344213,0.725787,0.638501,0.50641,0.51362,0.774092,0.51249,0.510048,1.0,0.448344,0.596937,0.594,0.228438,0.446244,0.677719,0.759452,0.733393,0.271359,0.567537,0.575454,0.319535,0.430581,0.538359,0.607939,0.387769,0.631467,0.51009,0.378073,0.508362,0.37151,0.613177,0.294432,0.426766,0.536453,0.285801,0.492999,0.640139,0.373104,0.685286,0.461857,0.713678,0.725912,0.639731,0.609128,0.407748,0.25333,0.77963,0.279431,0.219041,0.741924,0.652421,0.655897,0.884747,0.465436,0.763223,0.569461,0.670662,0.452314,0.253478,0.351875,0.677736,0.702804,0.461876,0.490908,0.294602,0.249628,0.714819,0.70827,0.72556,0.324564,0.476526,0.603457,0.537653,0.68927,0.69766
0.472268,0.591081,0.428563,0.515916,0.457001,0.331691,0.123907,0.921699,0.377393,0.408043,0.729594,0.605339,0.393982,0.189768,0.240302,0.688416,0.435286,0.398406,0.296044,0.852279,0.603639,0.332116,0.517985,0.499159,0.458388,0.314232,0.429363,0.618741,0.460005,0.565758,0.414218,0.48053,0.435115,0.40063,0.448344,1.0,0.797981,0.450409,0.307307,0.409676,0.229442,0.522366,0.467671,0.21671,0.797227,0.473172,0.274388,0.566014,0.351506,0.552909,0.304549,0.565284,0.616986,0.283892,0.55054,0.487675,0.455778,0.271883,0.278235,0.415104,0.454849,0.399057,0.388394,0.384899,0.531722,0.501108,0.503935,0.293787,0.502161,0.413028,0.410801,0.225838,0.382444,0.229653,0.201343,0.315688,0.497485,0.648059,0.309165,0.422334,0.29994,0.508204,0.536604,0.583224,0.176332,0.465913,0.494957,0.400348,0.463707,0.411819,0.161502,0.240455,0.359981,0.355463,0.245888,0.240414,0.488193,0.390431,0.600052,0.756889,0.354408
0.569677,0.546743,0.378361,0.537401,0.407459,0.444463,0.20994,0.738477,0.51589,0.420765,0.51757,0.628211,0.368856,0.252578,0.245643,0.598307,0.561274,0.434439,0.2724,0.766768,0.646378,0.415076,0.562581,0.428562,0.556044,0.279854,0.353103,0.767998,0.4719,0.580191,0.475475,0.534177,0.406834,0.446806,0.596937,0.797981,1.0,0.500508,0.175755,0.449077,0.373693,0.667708,0.568473,0.31279,0.710833,0.506732,0.184795,0.504757,0.337165,0.513654,0.326503,0.613882,0.52224,0.295866,0.461962,0.349084,0.456883,0.237693,0.401171,0.416587,0.331704,0.388974,0.486237,0.356883,0.551837,0.473696,0.564612,0.40387,0.568406,0.366427,0.225169,0.189746,0.494339,0.199645,0.160367,0.360615,0.579232,0.717854,0.402324,0.471832,0.427029,0.642146,0.671169,0.519815,0.164819,0.262129,0.523326,0.478035,0.426498,0.336171,0.163477,0.147992,0.566456,0.531428,0.423953,0.239202,0.570706,0.4723,0.635167,0.741176,0.472486
0.519027,0.368127,0.533712,0.541839,0.554379,0.561767,0.359979,0.425439,0.699734,0.327818,0.467424,0.531107,0.648843,0.230376,0.221711,0.710888,0.732453,0.500235,0.26633,0.460726,0.536253,0.350055,0.387281,0.562711,0.601116,0.332981,0.314842,0.589966,0.549308,0.408099,0.373401,0.4209,0.498488,0.50627,0.594,0.450409,0.500508,1.0,0.409744,0.425596,0.541462,0.646646,0.649991,0.248955,0.435438,0.53824,0.355836,0.36699,0.434122,0.551792,0.418914,0.398275,0.499933,0.317702,0.539756,0.648882,0.377894,0.246577,0.607227,0.259017,0.27395,0.442167,0.58581,0.182612,0.688716,0.465112,0.568964,0.496045,0.596677,0.483373,0.615235,0.164962,0.658058,0.230099,0.181785,0.417869,0.538012,0.498888,0.466356,0.486384,0.583229,0.562012,0.610168,0.367753,0.229337,0.627352,0.72087,0.510503,0.543656,0.422557,0.17451,0.42353,0.590683,0.653497,0.586765,0.234445,0.516865,0.477951,0.466185,0.481959,0.59451
0.233579,0.515638,0.720002,0.320817,0.235184,0.151563,0.125579,0.30017,0.209229,0.164152,0.44531,0.305932,0.411623,0.173159,0.256804,0.25258,0.316126,0.496583,0.610366,0.243739,0.253428,0.33404,0.129372,0.291909,0.168292,0.301756,0.639227,0.276734,0.270253,0.275519,0.407799,0.258505,0.177399,0.225672,0.228438,0.307307,0.175755,0.409744,1.0,0.504925,0.173611,0.287656,0.202415,0.161748,0.14221,0.690761,0.850471,0.682118,0.150808,0.278762,0.250946,0.342112,0.587143,0.294818,0.322268,0.509795,0.191477,0.382883,0.235241,0.267242,0.0923096,0.181091,0.130107,0.118576,0.246301,0.343108,0.362426,0.113635,0.160697,0.239595,0.461747,0.490864,0.227945,0.364938,0.45497,0.150019,0.234652,0.203763,0.174007,0.103072,0.124677,0.243621,0.269061,0.527053,0.509232,0.763876,0.203339,0.293196,0.55327,0.165861,0.318335,0.89354,0.178262,0.18367,0.175362,0.471667,0.211298,0.288324,0.232791,0.289642,0.184418
0.365167,0.441296,0.594187,0.372877,0.144121,0.372011,0.350726,0.402905,0.419352,0.206156,0.146008,0.392124,0.278846,0.181353,0.294191,0.356263,0.366189,0.52964,0.293286,0.522449,0.395218,0.424351,0.0245924,0.454051,0.291539,0.275382,0.362909,0.462727,0.405036,0.465229,0.400105,0.339331,0.36202,0.105722,0.446244,0.409676,0.449077,0.425596,0.504925,1.0,0.23793,0.486833,0.366083,0.278703,0.484914,0.696173,0.506699,0.460424,0.145081,0.451527,0.177848,0.470225,0.587894,0.251881,0.297898,0.535081,0.278067,0.236735,0.164582,0.403672,0.031568,0.366902,0.206503,0.20783,0.323398,0.452979,0.554401,0.289727,0.382915,0.376284,0.450521,0.243032,0.323664,0.20264,0.174376,0.188545,0.247414,0.380596,0.279155,0.210333,0.304583,0.2912,0.277659,0.4787,0.263518,0.441853,0.331759,0.389591,0.50384,0.243356,0.228645,0.461237,0.356102,0.333731,0.342032,0.300869,0.0871487,0.352312,0.17584,0.572419,0.362369
0.560173,0.300873,0.396431,0.521829,0.58628,0.662992,0.275243,0.23368,0.717783,0.622152,0.248126,0.54911,0.524365,0.132001,0.207297,0.403366,0.73714,0.603144,0.180479,0.246414,0.564491,0.259039,0.428736,0.417717,0.491424,0.210319,0.203245,0.454373,0.476609,0.35591,0.345611,0.637911,0.434638,0.759006,0.677719,0.229442,0.373693,0.541462,0.173611,0.23793,1.0,0.533672,0.534595,0.12353,0.351811,0.33694,0.241324,0.315239,0.695108,0.413004,0.366408,0.309299,0.359388,0.249286,0.452128,0.22328,0.443334,0.19401,0.630917,0.341422,0.219268,0.468857,0.720904,-0.0171832,0.476533,0.340044,0.529387,0.800584,0.354932,0.327426,0.154151,0.163404,0.82057,0.174195,0.144364,0.401521,0.804272,0.337544,0.477447,0.52442,0.910176,0.633631,0.705863,0.287252,0.187339,0.269321,0.481381,0.608496,0.321195,0.364742,0.127067,0.24233,0.733682,0.923796,0.88789,0.166354,0.543275,0.49857,0.573173,0.41865,0.763936
0.651975,0.536979,0.56235,0.804459,0.522807,0.590584,0.414186,0.519041,0.762663,0.608844,0.342931,0.605661,0.389658,0.260929,0.380227,0.554357,0.724514,0.636379,0.305925,0.568933,0.605274,0.485561,0.37474,0.734388,0.635309,0.319967,0.365364,0.74282,0.545093,0.52368,0.5538,0.739057,0.490645,0.478008,0.759452,0.522366,0.667708,0.646646,0.287656,0.486833,0.533672,1.0,0.611208,0.350118,0.565195,0.729361,0.318836,0.516679,0.463674,0.562787,0.485523,0.812492,0.466798,0.428395,0.460354,0.445568,0.580097,0.330914,0.378299,0.412063,0.297461,0.447371,0.641927,0.28608,0.669669,0.529306,0.627077,0.548616,0.576032,0.642452,0.44152,0.246275,0.679627,0.305394,0.223559,0.433073,0.639759,0.673145,0.599618,0.428443,0.606373,0.639002,0.730981,0.486936,0.262576,0.428296,0.670857,0.787502,0.395263,0.485522,0.281756,0.307176,0.729834,0.599836,0.582554,0.331791,0.495264,0.753618,0.595004,0.696551,0.628888
0.422184,0.498039,0.503282,0.651476,0.648815,0.787503,0.297275,0.493204,0.74324,0.570784,0.431027,0.555674,0.498245,0.172769,0.355504,0.759963,0.834959,0.581505,0.300372,0.606699,0.562928,0.433037,0.272157,0.628499,0.927359,0.304728,0.335779,0.731502,0.686299,0.560854,0.493846,0.577601,0.644581,0.376199,0.733393,0.467671,0.568473,0.649991,0.202415,0.366083,0.534595,0.611208,1.0,0.166977,0.62333,0.461247,0.290515,0.43132,0.540666,0.617008,0.286123,0.472948,0.525806,0.359398,0.565087,0.410953,0.629838,0.26824,0.409707,0.489323,0.352707,0.508358,0.472007,0.322673,0.863694,0.493086,0.705524,0.722466,0.703626,0.59748,0.406388,0.211488,0.683159,0.234736,0.214787,0.460938,0.493937,0.628177,0.592498,0.41324,0.666489,0.46007,0.579294,0.466241,0.228321,0.313229,0.849725,0.5362,0.471777,0.593684,0.183514,0.226862,0.592763,0.605637,0.64746,0.263931,0.436974,0.378646,0.455903,0.711571,0.651818
0.208623,0.320703,0.322166,0.250743,0.18904,0.171132,0.220459,0.216078,0.162392,0.217347,0.21347,0.304653,0.365597,0.261174,0.125745,0.26437,0.22467,0.291764,0.100257,0.235554,0.411661,0.250943,0.108895,0.210581,0.167154,0.308469,0.21059,0.292422,0.164509,0.17381,0.242508,0.176925,0.181232,0.156976,0.271359,0.21671,0.31279,0.248955,0.161748,0.278703,0.12353,0.350118,0.166977,1.0,0.172814,0.318697,0.179928,0.310813,0.0461278,0.31851,0.234848,0.299436,0.348825,0.162122,0.250189,0.363578,0.23493,0.113789,0.231658,0.339132,0.244238,0.241611,0.168317,0.187494,0.23635,0.293528,0.329159,0.100621,0.199426,0.200316,0.248068,0.110672,0.23557,0.115698,0.108494,0.12818,0.189789,0.235431,0.158088,0.180185,0.106028,0.218396,0.286956,0.32355,0.105106,0.301224,0.250379,0.197114,0.36225,0.164314,0.100841,0.205222,0.219334,0.147677,0.15574,0.14939,0.142006,0.130783,0.268133,0.314529,0.141904
0.395404,0.572567,0.442378,0.443183,0.464876,0.547346,0.322335,0.758964,0.483873,0.406631,0.47876,0.549366,0.286922,0.215871,0.430237,0.638896,0.506282,0.548161,0.360792,0.859216,0.568738,0.456843,0.284006,0.489487,0.587866,0.298633,0.41043,0.596787,0.512589,0.620333,0.557578,0.437561,0.456483,0.265306,0.567537,0.797227,0.710833,0.435438,0.14221,0.484914,0.351811,0.565195,0.62333,0.172814,1.0,0.430168,0.198708,0.485265,0.457692,0.603019,0.273238,0.429787,0.563091,0.509455,0.486023,0.422997,0.46708,0.407791,0.195642,0.426473,0.336176,0.486706,0.43584,0.274468,0.569701,0.6018,0.572185,0.450979,0.55626,0.386699,0.345999,0.33235,0.487228,0.386233,0.289401,0.327521,0.429819,0.619492,0.399358,0.37758,0.427351,0.435838,0.518572,0.56658,0.304082,0.266023,0.550632,0.369693,0.356759,0.434273,0.34409,0.0972092,0.579661,0.432457,0.450804,0.365403,0.362524,0.274166,0.447969,0.851621,0.555646
0.432612,0.691048,0.741272,0.700345,0.396229,0.460321,0.279501,0.47208,0.570526,0.429487,0.396773,0.483626,0.375011,0.250217,0.50726,0.461816,0.573223,0.694243,0.553317,0.559946,0.496099,0.622202,0.170817,0.642115,0.467896,0.448376,0.656476,0.582384,0.425284,0.468645,0.659861,0.585871,0.368197,0.265746,0.575454,0.473172,0.506732,0.53824,0.690761,0.696173,0.33694,0.729361,0.461247,0.318697,0.430168,1.0,0.63321,0.735745,0.340037,0.487683,0.322117,0.756083,0.634077,0.473305,0.47172,0.635118,0.4377,0.46529,0.245741,0.417677,0.168936,0.358863,0.332493,0.293208,0.479187,0.575534,0.649824,0.382984,0.395099,0.593733,0.572287,0.476517,0.470377,0.430348,0.422423,0.285507,0.39148,0.487747,0.442378,0.215258,0.389381,0.4072,0.478038,0.679151,0.504845,0.669498,0.491559,0.65243,0.607218,0.323058,0.410114,0.604444,0.478824,0.367843,0.390235,0.526688,0.29095,0.645689,0.393928,0.658095,0.490737
0.238136,0.45475,0.844402,0.318194,0.231058,0.24617,0.159059,0.26211,0.232754,0.329086,0.32315,0.316478,0.340389,0.233698,0.261845,0.207818,0.3671,0.537164,0.481185,0.274373,0.255759,0.350715,0.133523,0.312927,0.246227,0.277517,0.491111,0.320698,0.369894,0.277943,0.38915,0.331431,0.223253,0.245017,0.319535,0.274388,0.184795,0.355836,0.850471,0.506699,0.241324,0.318836,0.290515,0.179928,0.198708,0.63321,1.0,0.572316,0.182378,0.279989,0.588453,0.336318,0.557809,0.254804,0.302864,0.522729,0.223291,0.330514,0.148451,0.523534,0.102478,0.206732,0.329268,0.171511,0.269857,0.37669,0.402506,0.173997,0.227061,0.22984,0.518567,0.381068,0.305808,0.289955,0.341273,0.1924,0.313476,0.237896,0.274129,0.136287,0.188559,0.229365,0.291973,0.470325,0.409919,0.635234,0.25081,0.294157,0.462224,0.207613,0.260675,0.952134,0.255043,0.256216,0.253273,0.387948,0.210152,0.279068,0.233984,0.344672,0.23801
0.408542,0.92507,0.673334,0.527108,0.575356,0.376796,0.202919,0.569408,0.343988,0.415974,0.705522,0.507085,0.443469,0.2293,0.562616,0.467469,0.497517,0.701418,0.750653,0.53376,0.538703,0.630506,0.337126,0.513232,0.449078,0.480908,0.877587,0.525245,0.381124,0.53375,0.785034,0.495803,0.367063,0.309555,0.430581,0.566014,0.504756,0.36699,0.682118,0.460423,0.315239,0.516678,0.43132,0.310813,0.485265,0.735745,0.572316,1.0,0.557864,0.502946,0.203773,0.584718,0.758749,0.613854,0.583997,0.564419,0.485188,0.666062,0.229782,0.429439,0.328521,0.444589,0.238733,0.233269,0.475713,0.710175,0.613203,0.351988,0.330607,0.511012,0.471341,0.657245,0.409333,0.623517,0.648903,0.265733,0.42721,0.459088,0.315319,0.245424,0.308628,0.497031,0.568764,0.934153,0.699101,0.628253,0.396763,0.419495,0.665451,0.354592,0.5022,0.519838,0.467902,0.302932,0.32682,0.670204,0.432298,0.354707,0.531629,0.597445,0.552848
0.391985,0.572728,0.376103,0.486373,0.835202,0.60575,0.242844,0.409592,0.634455,0.522501,0.479328,0.377307,0.376205,0.13868,0.315585,0.483548,0.628846,0.580988,0.390249,0.360227,0.466097,0.375003,0.335792,0.511904,0.563623,0.352714,0.481982,0.486158,0.530659,0.489349,0.529292,0.570604,0.564302,0.474552,0.538359,0.351506,0.337165,0.434122,0.150808,0.145081,0.695108,0.463674,0.540666,0.0461277,0.457692,0.340037,0.182378,0.557864,1.0,0.401105,0.269539,0.38193,0.440711,0.423332,0.552297,0.317733,0.539951,0.425298,0.371869,0.346592,0.215295,0.428956,0.500562,0.0144584,0.5761,0.646852,0.484706,0.704579,0.444901,0.427448,0.22811,0.297831,0.691537,0.362552,0.375346,0.436713,0.597764,0.360182,0.485947,0.326429,0.686793,0.475728,0.612395,0.583342,0.422618,0.248237,0.534392,0.517046,0.412246,0.469267,0.206066,0.163414,0.699566,0.639957,0.654519,0.305163,0.430753,0.445658,0.491845,0.441514,0.852941
