Gustave Courbet,Tintoretto,Hieronymus Bosch,Gerhard Richter,Lucio Fontana,Salvador Dali,Frida Kahlo,J. M. W. Turner,Max Ernst,Piet Mondrian,Claude Lorrain,Eugene Delacroix,Georges de La Tour,Frans Hals,Michelangelo,David Hockney,Rene Magritte,El Greco,Duccio,William Hogarth,Theodore Gericault,Raphael,Claude Monet,Egon Schiele,Andy Warhol,Caravaggio,Andrea Mantegna,Edward Hopper,Arshile Gorky,Francis Bacon (artist),Leonardo da Vinci,Wassily Kandinsky,Willem de Kooning,Georges Seurat,Marc Chagall,John Constable,James Abbott McNeill Whistler,James Ensor,Hans Memling,Hans Holbein the Younger,Georges Braque,Edvard Munch,Jean-Michel Basquiat,Rembrandt,Dante Gabriel Rossetti,Albrecht Durer,Jan van Eyck,Giorgione,Umberto Boccioni,Jacques-Louis David,Vincent van Gogh,Caspar David Friedrich,Diego Velazquez,Sandro Botticelli,Nicolas Poussin,Peter Paul Rubens,Mark Rothko,Paolo Uccello,Gustave Moreau,Johannes Vermeer,Jean-Antoine Watteau,Jean-Auguste-Dominique Ingres,Paul Gauguin,Frederic Edwin Church,Roy Lichtenstein,Artemisia Gentileschi,Francisco Goya,Marcel Duchamp,Georgia O'Keeffe,Gustav Klimt,Pieter Bruegel the Elder,Masaccio,Joan Miro,Cimabue,Simone Martini,Kazimir Malevich,Paul Cezanne,Winslow Homer,El Lissitzky,Jean-Francois Millet,Fernand Leger,Edouard Manet,Edgar Degas,Titian,Piero della Francesca,Joachim Patinir,Jasper Johns,Paul Klee,Francisco de Zurbaran,Jackson Pollock,Giotto,Rogier van der Weyden,Amedeo Modigliani,Henri Matisse,Pablo Picasso,Fra Angelico,Pierre-Auguste Renoir,Franz Marc,Jean-Baptiste-Camille Corot,William Blake,Giorgio de Chirico
0.719919,0.593852,0.499708,0.503525,0.470141,0.53556,0.445637,0.539044,0.513979,0.40132,0.590331,0.845686,0.678153,0.227656,0.381047,0.578961,0.626177,0.651951,0.249376,0.609269,0.842228,0.469365,0.342667,0.563866,0.518608,0.401867,0.38973,0.503939,0.525263,0.538121,0.487942,0.425574,0.466172,0.425334,0.607939,0.552909,0.513654,0.551792,0.278762,0.451527,0.413004,0.562787,0.617008,0.31851,0.603019,0.487683,0.279989,0.502946,0.401105,1.0,0.281931,0.548148,0.754109,0.35596,0.793102,0.642155,0.532053,0.306899,0.505353,0.382357,0.690144,0.867043,0.401237,0.237304,0.519269,0.542963,0.788544,0.497687,0.453732,0.483148,0.557174,0.217146,0.534828,0.269554,0.300368,0.327802,0.551453,0.541039,0.400474,0.717335,0.515764,0.606159,0.61829,0.588337,0.213916,0.456568,0.512986,0.41577,0.584302,0.521048,0.235584,0.265878,0.592557,0.466682,0.461091,0.315928,0.527479,0.341667,0.6377,0.66486,0.535046
0.352164,0.224548,0.543784,0.340623,0.274402,0.244358,0.279006,0.29842,0.347188,0.508332,0.199056,0.372571,0.24124,0.268744,0.12867,0.229661,0.372348,0.32345,0.0910084,0.297995,0.33569,0.235695,0.441634,0.344838,0.228671,0.164317,0.109404,0.343107,0.450207,0.32468,0.222844,0.399654,0.27931,0.490166,0.387769,0.304549,0.326503,0.418914,0.250946,0.177848,0.366408,0.485523,0.286123,0.234848,0.273238,0.322117,0.588453,0.203773,0.269539,0.281931,1.0,0.326051,0.267999,0.196925,0.250639,0.347297,0.297501,0.186851,0.255088,0.455784,0.177752,0.270734,0.780063,0.168052,0.279344,0.308929,0.320308,0.199678,0.348048,0.194607,0.335296,0.0873793,0.394578,0.109008,0.0629479,0.24279,0.588355,0.254058,0.350668,0.381078,0.296223,0.444534,0.492157,0.210558,0.127087,0.25251,0.335478,0.370864,0.188598,0.295577,0.0903801,0.557208,0.458037,0.445038,0.310574,0.132166,0.458002,0.391484,0.44363,0.315622,0.339774
0.602411,0.585846,0.553321,0.765107,0.414002,0.417178,0.29595,0.561849,0.560841,0.566185,0.453678,0.603552,0.318715,0.180103,0.347031,0.409646,0.540287,0.586812,0.287469,0.550778,0.616976,0.455681,0.390038,0.737093,0.480135,0.348761,0.411898,0.709886,0.472634,0.466203,0.527977,0.722118,0.456529,0.375286,0.631467,0.565283,0.613882,0.398275,0.342112,0.470225,0.309299,0.812492,0.472948,0.299436,0.429787,0.756083,0.336318,0.584719,0.38193,0.548148,0.326051,1.0,0.52563,0.319406,0.442325,0.446892,0.595245,0.290822,0.291761,0.452526,0.33775,0.438597,0.404118,0.443579,0.502752,0.458584,0.578316,0.392218,0.511706,0.675019,0.461816,0.242661,0.491488,0.231783,0.190049,0.342331,0.534844,0.648062,0.489384,0.32952,0.435168,0.533143,0.620614,0.526445,0.219351,0.485229,0.494109,0.707701,0.488196,0.460663,0.194314,0.293476,0.529273,0.382588,0.32816,0.297235,0.464889,0.71595,0.626191,0.64386,0.466759
0.478808,0.769302,0.65964,0.43443,0.520585,0.587659,0.449303,0.599506,0.380596,0.311035,0.687615,0.700397,0.629702,0.147467,0.395726,0.571551,0.545092,0.774275,0.450291,0.654471,0.716538,0.52843,0.322438,0.520618,0.469595,0.574847,0.617432,0.50945,0.405169,0.590039,0.56578,0.359903,0.363815,0.30721,0.51009,0.616986,0.52224,0.499933,0.587143,0.587894,0.359388,0.466798,0.525806,0.348825,0.563091,0.634077,0.557809,0.758749,0.440712,0.754109,0.267999,0.52563,1.0,0.357496,0.676958,0.715687,0.39731,0.393833,0.386542,0.369372,0.452113,0.642157,0.323117,0.272787,0.458692,0.730678,0.850664,0.340019,0.421836,0.493186,0.570234,0.371745,0.54824,0.316368,0.371826,0.258662,0.461239,0.453548,0.317355,0.41578,0.343258,0.504461,0.556321,0.799526,0.395479,0.606676,0.396456,0.286608,0.846136,0.320505,0.245485,0.516707,0.492854,0.399412,0.492226,0.419368,0.436318,0.233155,0.516193,0.658351,0.510585
0.241068,0.659402,0.382068,0.340059,0.415901,0.267146,0.26104,0.332963,0.281682,0.334295,0.377584,0.321951,0.209694,0.137761,0.883891,0.303193,0.278543,0.549581,0.819548,0.36428,0.376093,0.778565,0.128904,0.282966,0.322712,0.290145,0.757236,0.322604,0.280242,0.361694,0.89335,0.303745,0.231223,0.200496,0.378073,0.283892,0.295866,0.317702,0.294818,0.251881,0.249286,0.428395,0.359398,0.162122,0.509455,0.473304,0.254804,0.613854,0.423332,0.35596,0.196925,0.319406,0.357495,1.0,0.370698,0.37549,0.368223,0.938825,0.175695,0.212653,0.199015,0.370791,0.289095,0.228195,0.329282,0.537139,0.382083,0.284035,0.324023,0.279644,0.267403,0.878129,0.22473,0.94678,0.827696,0.202875,0.278169,0.29395,0.30315,0.23497,0.314844,0.285427,0.388485,0.644585,0.88464,0.293041,0.344428,0.287608,0.351073,0.26639,0.904371,0.136936,0.459755,0.250026,0.227062,0.911705,0.309855,0.150585,0.343151,0.4369,0.594724
0.63009,0.696864,0.408525,0.46156,0.618964,0.484721,0.112929,0.497677,0.502799,0.368557,0.779758,0.750038,0.732107,0.17607,0.458312,0.544579,0.580193,0.579487,0.359604,0.509858,0.793287,0.555023,0.373693,0.47853,0.493668,0.649102,0.542452,0.435758,0.459885,0.33273,0.54184,0.44242,0.448425,0.47936,0.508362,0.55054,0.461962,0.539756,0.322268,0.297898,0.452128,0.460354,0.565087,0.250189,0.486023,0.47172,0.302864,0.583998,0.552297,0.793102,0.250639,0.442325,0.676958,0.370698,1.0,0.651009,0.451965,0.404891,0.562597,0.369898,0.664248,0.757316,0.374266,0.200109,0.526272,0.689956,0.638461,0.504406,0.346313,0.421518,0.455192,0.296421,0.510732,0.345978,0.438154,0.338655,0.523833,0.419836,0.35563,0.686329,0.514333,0.524124,0.533124,0.683748,0.37161,0.458212,0.509288,0.429743,0.600477,0.422345,0.288076,0.307462,0.475315,0.50717,0.429977,0.387597,0.481486,0.359009,0.613423,0.541657,0.613073
0.386889,0.612396,0.683024,0.372202,0.37192,0.35115,0.209785,0.445352,0.325464,0.20593,0.586973,0.547436,0.51738,0.216222,0.441466,0.515075,0.471645,0.568835,0.339685,0.495127,0.615942,0.59106,0.251849,0.460667,0.415942,0.520246,0.512943,0.390132,0.315567,0.291028,0.53901,0.306424,0.291465,0.252291,0.37151,0.487675,0.349084,0.648882,0.509795,0.535081,0.22328,0.445568,0.410953,0.363578,0.422997,0.635118,0.522729,0.564419,0.317733,0.642155,0.347297,0.446892,0.715687,0.37549,0.651009,1.0,0.22054,0.3745,0.316039,0.335726,0.475313,0.5386,0.293634,0.25655,0.398257,0.615845,0.635388,0.256465,0.325174,0.417697,0.836504,0.273777,0.345635,0.314862,0.268851,0.205648,0.333004,0.419683,0.266001,0.388823,0.279902,0.390598,0.413819,0.652374,0.361384,0.758785,0.4501,0.300068,0.683219,0.232548,0.259985,0.482748,0.356992,0.280317,0.274596,0.382359,0.333864,0.271787,0.392258,0.550457,0.389343
0.473776,0.475664,0.439086,0.747574,0.661888,0.401209,0.39062,0.512914,0.608975,0.831065,0.421187,0.465325,0.360215,0.208346,0.312963,0.500905,0.569766,0.579136,0.30636,0.428373,0.453227,0.329631,0.273292,0.512043,0.542781,0.266722,0.384444,0.694758,0.868167,0.53319,0.434175,0.733373,0.852731,0.509584,0.613177,0.455778,0.456883,0.377894,0.191477,0.278067,0.443334,0.580097,0.629838,0.23493,0.46708,0.4377,0.22329,0.485188,0.539951,0.532053,0.297501,0.595245,0.39731,0.368223,0.451965,0.22054,1.0,0.311632,0.226033,0.50319,0.255092,0.400289,0.443275,0.322963,0.69692,0.385571,0.500545,0.505728,0.654972,0.401467,0.231824,0.319187,0.595869,0.315266,0.300361,0.482856,0.532336,0.512775,0.542146,0.302673,0.602833,0.469143,0.54287,0.4296,0.257529,0.270395,0.697482,0.6322,0.422237,0.929854,0.265677,0.18798,0.451043,0.44997,0.384536,0.304152,0.392353,0.503741,0.518981,0.515638,0.476047
0.239211,0.722575,0.372265,0.279064,0.41623,0.193169,0.269341,0.314537,0.208769,0.26343,0.451878,0.303474,0.236614,0.115211,0.899594,0.216856,0.18142,0.5526,0.84254,0.289409,0.341486,0.805813,0.147989,0.246806,0.226614,0.313709,0.833813,0.255137,0.208764,0.333114,0.888943,0.236068,0.182471,0.178516,0.294432,0.271883,0.237693,0.246577,0.382883,0.236735,0.19401,0.330914,0.26824,0.113789,0.407791,0.46529,0.330515,0.666062,0.425298,0.306899,0.186851,0.290822,0.393833,0.938825,0.404891,0.3745,0.311632,1.0,0.163228,0.23099,0.183094,0.351747,0.222505,0.241135,0.235233,0.5594,0.383978,0.195789,0.279105,0.244825,0.26326,0.929903,0.161336,0.947267,0.883275,0.151281,0.257248,0.223434,0.22978,0.190818,0.243907,0.268707,0.339278,0.712035,0.949127,0.327533,0.220139,0.238958,0.447852,0.225799,0.898964,0.220667,0.386127,0.197276,0.180622,0.955738,0.272976,0.114147,0.3283,0.348052,0.555523
0.652998,0.254809,0.228285,0.269169,0.390162,0.34375,0.140172,0.24451,0.45532,0.233518,0.460437,0.718386,0.736688,0.151546,0.142342,0.311753,0.493186,0.329763,0.14458,0.201615,0.713294,0.278644,0.618719,0.332745,0.250823,0.247855,0.226773,0.402398,0.321026,0.267265,0.270423,0.259612,0.301513,0.734322,0.426766,0.278235,0.401171,0.607227,0.235241,0.164582,0.630917,0.378299,0.409707,0.231658,0.195642,0.245741,0.148451,0.229782,0.371869,0.505353,0.255088,0.291761,0.386542,0.175695,0.562597,0.316039,0.226033,0.163228,1.0,0.149564,0.451352,0.629075,0.487733,0.117945,0.310212,0.288323,0.409591,0.517554,0.305734,0.292441,0.17236,0.102361,0.462059,0.100302,0.14593,0.186236,0.690445,0.353128,0.185665,0.784866,0.604944,0.710075,0.667705,0.224045,0.150591,0.315252,0.324636,0.31029,0.371623,0.176097,0.0431989,0.247305,0.520236,0.733393,0.517585,0.130325,0.690823,0.285383,0.716678,0.236626,0.525011
0.359704,0.486445,0.667899,0.483462,0.405549,0.338766,0.143216,0.352568,0.415881,0.545775,0.328021,0.436206,0.416682,0.29736,0.269713,0.327245,0.498092,0.486265,0.22466,0.440371,0.385815,0.306739,0.226812,0.432291,0.47748,0.253112,0.307066,0.538722,0.523615,0.41311,0.373949,0.463255,0.474302,0.305767,0.536453,0.415104,0.416587,0.259017,0.267242,0.403672,0.341422,0.412063,0.489323,0.339132,0.426473,0.417677,0.523534,0.429439,0.346592,0.382357,0.455784,0.452526,0.369372,0.212653,0.369898,0.335726,0.50319,0.23099,0.149564,1.0,0.199618,0.31382,0.368018,0.388833,0.437068,0.38982,0.454959,0.498958,0.445852,0.391195,0.41662,0.195964,0.389721,0.185769,0.157966,0.305252,0.401426,0.533708,0.416755,0.241819,0.448741,0.369095,0.397737,0.44903,0.17938,0.344473,0.419941,0.41229,0.348555,0.456258,0.16982,0.388345,0.435231,0.361022,0.328787,0.212273,0.288916,0.323034,0.400033,0.533007,0.402184
0.612081,0.398203,0.289122,0.287749,0.334917,0.197167,-0.0276048,0.365186,0.110587,0.311476,0.602539,0.705988,0.516086,0.179043,0.261597,0.377124,0.372245,0.305802,0.0943313,0.388669,0.705941,0.321712,0.430611,0.297127,0.329849,0.187326,0.248245,0.276674,0.156247,0.110722,0.321755,0.321481,0.163015,0.440852,0.285801,0.454849,0.331704,0.27395,0.0923095,0.031568,0.219268,0.297461,0.352707,0.244238,0.336176,0.168936,0.102478,0.328521,0.215295,0.690144,0.177752,0.337749,0.452113,0.199015,0.664248,0.475313,0.255092,0.183094,0.451352,0.199618,1.0,0.640934,0.207291,0.287904,0.32349,0.271425,0.437046,0.32211,0.130979,0.314391,0.400549,0.0860904,0.246151,0.164095,0.146851,0.182082,0.435336,0.44657,0.192036,0.609128,0.302856,0.461079,0.477338,0.371121,0.0542725,0.363924,0.35154,0.200457,0.294838,0.27339,0.106112,0.101226,0.197653,0.261443,0.126099,0.149905,0.486726,0.0788249,0.651968,0.435491,0.240387
0.709468,0.555524,0.375807,0.311837,0.402415,0.456672,0.357649,0.386448,0.379522,0.334587,0.520919,0.849878,0.64782,0.177941,0.427847,0.372846,0.48815,0.569478,0.166708,0.457383,0.855338,0.531969,0.42106,0.49776,0.368197,0.426291,0.321969,0.411837,0.42577,0.469855,0.50309,0.333336,0.424258,0.458104,0.492999,0.399057,0.388974,0.442167,0.181091,0.366902,0.468857,0.447371,0.508358,0.241611,0.486706,0.358863,0.206732,0.444589,0.428956,0.867043,0.270734,0.438597,0.642157,0.370791,0.757316,0.5386,0.400289,0.351747,0.629075,0.31382,0.640934,1.0,0.423346,0.163605,0.379527,0.563286,0.675525,0.475556,0.377279,0.450263,0.401161,0.18534,0.446607,0.251587,0.2563,0.191764,0.563419,0.41688,0.246584,0.768118,0.512244,0.673327,0.6516,0.538042,0.243916,0.317482,0.367318,0.257732,0.469837,0.388937,0.210587,0.181021,0.598995,0.542878,0.476171,0.291954,0.548655,0.191008,0.679239,0.534625,0.586558
0.508243,0.293213,0.422319,0.490643,0.453637,0.486728,0.375075,0.38841,0.590639,0.620747,0.279606,0.571934,0.408573,0.152275,0.224819,0.415297,0.598316,0.500207,0.111703,0.409194,0.545653,0.28732,0.644964,0.420896,0.407103,0.260297,0.135271,0.514051,0.52006,0.447626,0.308676,0.597079,0.399143,0.743121,0.640139,0.388394,0.486237,0.58581,0.130107,0.206503,0.720904,0.641927,0.472007,0.168317,0.43584,0.332493,0.329268,0.238733,0.500562,0.401237,0.780063,0.404118,0.323117,0.289095,0.374266,0.293634,0.443275,0.222505,0.487733,0.368018,0.207291,0.423346,1.0,0.226171,0.446709,0.375705,0.490832,0.47017,0.501387,0.301448,0.226342,0.139734,0.661273,0.16616,0.0791378,0.402335,0.848508,0.380686,0.497428,0.520676,0.638019,0.686226,0.733604,0.260825,0.154109,0.223367,0.502799,0.542671,0.30318,0.411058,0.156614,0.301226,0.712873,0.787428,0.637016,0.185436,0.703388,0.481264,0.633197,0.468423,0.601214
0.162096,0.362907,0.290138,0.348216,0.248417,0.0861424,0.0268269,0.324828,0.0762692,0.321831,0.304747,0.401269,0.187507,0.03489,0.385744,0.292476,0.145508,0.319112,0.252034,0.342354,0.344708,0.3336,0.373548,0.320397,0.268322,0.234459,0.290394,0.536902,0.275616,0.183913,0.294388,0.295706,0.302454,0.224946,0.373104,0.384899,0.356883,0.182612,0.118576,0.20783,-0.0171831,0.28608,0.322673,0.187494,0.274468,0.293208,0.171511,0.233269,0.0144584,0.237304,0.168052,0.443579,0.272787,0.228195,0.200109,0.25655,0.322963,0.241135,0.117945,0.388833,0.287904,0.163605,0.226171,1.0,0.306118,0.213339,0.319448,0.142445,0.560743,0.381992,0.299146,0.264556,0.141485,0.191144,0.114349,0.139832,0.244165,0.547042,0.251112,0.106899,0.175107,0.235409,0.238211,0.308673,0.191369,0.272742,0.351084,0.164775,0.379814,0.281328,0.257847,0.0556599,0.0687463,0.160424,-0.061682,0.286754,0.286671,0.0701674,0.333555,0.347067,0.0603521
0.464656,0.462524,0.484782,0.761992,0.785236,0.696511,0.305265,0.595697,0.746948,0.622231,0.484822,0.454145,0.476371,0.195677,0.263063,0.837418,0.798725,0.539862,0.291147,0.610893,0.466285,0.351273,0.264365,0.628795,0.888415,0.28729,0.328063,0.799064,0.7084,0.508996,0.444732,0.649721,0.713023,0.372776,0.685286,0.531722,0.551837,0.688716,0.246301,0.323398,0.476533,0.669669,0.863694,0.23635,0.569701,0.479187,0.269857,0.475713,0.5761,0.519269,0.279344,0.502752,0.458692,0.329282,0.526272,0.398257,0.69692,0.235233,0.310212,0.437068,0.32349,0.379527,0.446709,0.306118,1.0,0.480894,0.560801,0.663186,0.727165,0.599393,0.421942,0.158402,0.72968,0.244641,0.20964,0.49741,0.440581,0.652852,0.609252,0.290616,0.631278,0.412325,0.56198,0.441846,0.197776,0.419872,0.942457,0.618381,0.423858,0.700114,0.170716,0.266161,0.511675,0.548474,0.563161,0.212139,0.396509,0.49394,0.402137,0.673708,0.592439
0.387776,0.815778,0.545168,0.377205,0.620757,0.55087,0.373611,0.495406,0.430538,0.290934,0.609397,0.51142,0.493857,0.169179,0.530255,0.440212,0.47074,0.715345,0.508162,0.572262,0.579082,0.633356,0.250932,0.478519,0.468487,0.785607,0.636943,0.534223,0.405648,0.542638,0.680019,0.356904,0.42732,0.195141,0.461857,0.501108,0.473696,0.465112,0.343108,0.452979,0.340044,0.529306,0.493086,0.293528,0.6018,0.575534,0.37669,0.710175,0.646852,0.542963,0.308929,0.458584,0.730678,0.537139,0.689956,0.615845,0.385571,0.5594,0.288323,0.38982,0.271425,0.563286,0.375705,0.213339,0.480894,1.0,0.657054,0.351096,0.502137,0.459323,0.41638,0.417315,0.52494,0.466381,0.494287,0.2277,0.390944,0.444719,0.312944,0.310172,0.325899,0.466167,0.558209,0.818565,0.544521,0.396089,0.416285,0.310858,0.653656,0.320233,0.368766,0.311947,0.622169,0.408664,0.470929,0.486912,0.340836,0.281919,0.447109,0.58621,0.700103
0.540637,0.705242,0.619946,0.602858,0.552091,0.757442,0.582894,0.498909,0.605694,0.466309,0.517716,0.729512,0.627767,0.168868,0.489048,0.644118,0.706402,0.819847,0.324248,0.649602,0.735226,0.609055,0.337601,0.586838,0.657763,0.497072,0.481187,0.610075,0.47589,0.677435,0.602451,0.495699,0.42358,0.368699,0.713678,0.503935,0.564612,0.568964,0.362426,0.554401,0.529387,0.627077,0.705524,0.329159,0.572185,0.649824,0.402506,0.613203,0.484706,0.788544,0.320308,0.578316,0.850664,0.382083,0.638461,0.635388,0.500545,0.383978,0.409591,0.454959,0.437046,0.675525,0.490832,0.319448,0.560801,0.657054,1.0,0.561047,0.539904,0.577444,0.529832,0.317413,0.66755,0.283609,0.28196,0.368654,0.572398,0.568816,0.506168,0.459101,0.568017,0.5986,0.659557,0.709039,0.330404,0.480695,0.556382,0.462201,0.792484,0.404068,0.250908,0.328283,0.653748,0.564725,0.689983,0.397699,0.482981,0.355512,0.55062,0.74861,0.63869
0.530935,0.376318,0.422918,0.611358,0.670855,0.731555,0.15958,0.313926,0.784237,0.589336,0.273923,0.517571,0.462703,0.129193,0.265829,0.561922,0.822978,0.544324,0.218533,0.398752,0.530198,0.308274,0.290363,0.57175,0.731709,0.139864,0.252988,0.582912,0.541924,0.42309,0.426467,0.623427,0.509471,0.532768,0.725912,0.293787,0.40387,0.496045,0.113635,0.289727,0.800584,0.548616,0.722466,0.100621,0.450979,0.382984,0.173997,0.351988,0.704579,0.497687,0.199678,0.392218,0.340019,0.284035,0.504406,0.256465,0.505728,0.195789,0.517554,0.498958,0.32211,0.475556,0.47017,0.142445,0.663186,0.351096,0.561047,1.0,0.444786,0.516464,0.251336,0.124863,0.73283,0.194242,0.16233,0.413805,0.62446,0.561693,0.563643,0.50014,0.892583,0.505031,0.596375,0.357888,0.185359,0.267226,0.669101,0.626617,0.256321,0.427741,0.132141,0.148666,0.66139,0.764,0.751868,0.160444,0.42108,0.501009,0.497739,0.580753,0.765459
0.397106,0.397773,0.439782,0.555395,0.555825,0.509426,0.483412,0.511002,0.578562,0.514083,0.37701,0.459421,0.368044,0.127961,0.286008,0.585547,0.521385,0.521298,0.251171,0.524583,0.447652,0.358815,0.345781,0.483171,0.600232,0.330337,0.250303,0.854176,0.72616,0.548785,0.40162,0.485992,0.708218,0.318415,0.639731,0.502161,0.568406,0.596677,0.160697,0.382915,0.354932,0.576032,0.703626,0.199426,0.55626,0.395099,0.227061,0.330607,0.444901,0.453732,0.348048,0.511706,0.421836,0.324023,0.346313,0.325174,0.654972,0.279105,0.305734,0.445852,0.130979,0.377279,0.501387,0.560743,0.727165,0.502137,0.539904,0.444786,1.0,0.390295,0.307202,0.184367,0.586824,0.233249,0.159232,0.390056,0.445803,0.733109,0.495859,0.270295,0.499591,0.457513,0.55424,0.370661,0.21382,0.304084,0.694411,0.429294,0.467504,0.660265,0.196792,0.176485,0.572313,0.516632,0.458907,0.228073,0.389696,0.356703,0.416478,0.568297,0.503446
0.444362,0.561251,0.453989,0.679744,0.5474,0.595692,0.235269,0.44064,0.537969,0.406447,0.370632,0.481702,0.382224,0.187883,0.319065,0.57671,0.618031,0.510691,0.25599,0.509188,0.457687,0.330958,0.263762,0.923712,0.629625,0.227944,0.389181,0.520623,0.349505,0.466526,0.408788,0.514667,0.399871,0.256486,0.609128,0.413028,0.366427,0.483373,0.239595,0.376284,0.327426,0.642452,0.59748,0.200316,0.3867,0.593733,0.22984,0.511012,0.427448,0.483148,0.194607,0.675019,0.493186,0.279644,0.421518,0.417697,0.401467,0.244825,0.292441,0.391195,0.314391,0.450264,0.301448,0.381992,0.599393,0.459323,0.577444,0.516464,0.390295,1.0,0.606264,0.172875,0.501239,0.185944,0.142872,0.311906,0.38277,0.491979,0.475142,0.2927,0.454999,0.430556,0.503418,0.509374,0.187228,0.43449,0.585726,0.522474,0.424138,0.34411,0.149708,0.185402,0.429186,0.37171,0.390635,0.226647,0.36496,0.490899,0.437977,0.539191,0.514877
0.385538,0.47893,0.709817,0.433026,0.334823,0.351197,0.240082,0.374783,0.320823,0.223913,0.470663,0.425277,0.455261,0.291754,0.298982,0.511762,0.4918,0.515414,0.26748,0.41673,0.405989,0.328041,0.192617,0.625457,0.440324,0.263549,0.395721,0.367972,0.295292,0.280109,0.368369,0.299713,0.288929,0.180791,0.407748,0.410801,0.225169,0.615235,0.461747,0.450521,0.154151,0.44152,0.406388,0.248068,0.345999,0.572287,0.518567,0.471341,0.22811,0.557174,0.335296,0.461816,0.570234,0.267403,0.455192,0.836504,0.231824,0.26326,0.17236,0.41662,0.400549,0.401161,0.226342,0.299146,0.421942,0.41638,0.529832,0.251336,0.307202,0.606264,1.0,0.195579,0.354237,0.238587,0.169978,0.255094,0.259047,0.439617,0.342593,0.275304,0.254741,0.341377,0.369153,0.494495,0.204879,0.795704,0.452846,0.297902,0.538687,0.271638,0.188112,0.461823,0.288565,0.185842,0.212885,0.268207,0.273788,0.287037,0.329036,0.43496,0.294256
0.120359,0.666596,0.365668,0.270935,0.322427,0.121684,0.188002,0.260823,0.145475,0.261209,0.399914,0.223011,0.198294,0.0943317,0.82001,0.158441,0.133986,0.532463,0.912422,0.224869,0.232479,0.680583,0.0856581,0.163907,0.149188,0.253677,0.867727,0.185515,0.183425,0.270689,0.786524,0.221938,0.145433,0.186823,0.25333,0.225838,0.189746,0.164962,0.490864,0.243032,0.163404,0.246275,0.211488,0.110672,0.33235,0.476517,0.381068,0.657245,0.297831,0.217146,0.0873793,0.242661,0.371745,0.878129,0.296421,0.273777,0.319187,0.929903,0.102361,0.195964,0.0860904,0.18534,0.139734,0.264556,0.158402,0.417315,0.317413,0.124863,0.184367,0.172875,0.19558,1.0,0.110725,0.931151,0.901347,0.131359,0.207746,0.131281,0.184586,0.0851602,0.192385,0.175781,0.229999,0.647591,0.938007,0.346813,0.1544,0.231364,0.454714,0.204961,0.91475,0.280224,0.253885,0.137631,0.107415,0.969196,0.214317,0.0889851,0.246055,0.26902,0.402703
0.583945,0.407324,0.5392,0.680139,0.764725,0.835442,0.513556,0.403791,0.800734,0.667971,0.364497,0.553178,0.54011,0.184085,0.178907,0.608239,0.847988,0.768186,0.179835,0.455774,0.561206,0.259892,0.320111,0.578512,0.6953,0.376793,0.234264,0.666707,0.602728,0.434795,0.36824,0.697285,0.564826,0.560582,0.77963,0.382444,0.494339,0.658058,0.227945,0.323664,0.82057,0.679627,0.683159,0.23557,0.487228,0.470377,0.305808,0.409333,0.691537,0.534828,0.394578,0.491488,0.54824,0.22473,0.510732,0.345635,0.595869,0.161336,0.462059,0.389721,0.246151,0.446607,0.661273,0.141485,0.72968,0.52494,0.66755,0.73283,0.586824,0.501239,0.354237,0.110725,1.0,0.142059,0.114428,0.481374,0.671166,0.507122,0.619022,0.374544,0.803496,0.552217,0.700632,0.379078,0.130349,0.406705,0.680617,0.659043,0.511318,0.556865,0.0884181,0.312784,0.732591,0.785412,0.870629,0.132866,0.444934,0.548419,0.509645,0.573643,0.750654
0.217652,0.636549,0.334744,0.274696,0.370014,0.166345,0.195889,0.275745,0.193673,0.258205,0.396909,0.222975,0.189953,0.125108,0.839241,0.202631,0.179989,0.495874,0.878051,0.266815,0.255261,0.696224,0.0618597,0.18536,0.207537,0.231453,0.805371,0.224099,0.203479,0.258814,0.825615,0.221342,0.167774,0.149558,0.279431,0.229653,0.199645,0.230099,0.364938,0.20264,0.174195,0.305394,0.234736,0.115698,0.386233,0.430348,0.289955,0.623517,0.362552,0.269554,0.109008,0.231783,0.316368,0.94678,0.345978,0.314862,0.315266,0.947267,0.100302,0.185769,0.164095,0.251587,0.16616,0.191144,0.244641,0.466381,0.283609,0.194242,0.233249,0.185944,0.238587,0.931151,0.142059,1.0,0.92403,0.156161,0.189339,0.208397,0.224591,0.167154,0.235889,0.188855,0.267032,0.629954,0.918913,0.314725,0.240382,0.247735,0.33248,0.23978,0.961002,0.189939,0.339222,0.156807,0.13278,0.943171,0.230734,0.126912,0.255021,0.30525,0.485316
